Data_Year,ID,Name,Address,ZIP Code,Community Area,Primary Property Type,SqFt,Year_Built,# of Buildings,ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site_EUI_kBtu_sqft,Source EUI (kBtu/sq ft),Weather_Normalized_Site_EUI_kBtu_sqft,Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location
2015,251610,Goudy Elemen-CPS,5120 N Winthrop Ave,60640,UPTOWN,K-12 School,98019,1938,1,96,751767,5314707,,,,61.9,81,66.4,85.8,433,4.4,41.97579494,-87.65806863,"(41.97579494, -87.65806863)"
2015,162325,Sweeting Center 860 N. LaSalle,820 N. LaSalle,60610,NEAR NORTH SIDE,College/University,119629,1991,1,,3924943,3485001,,,,61.9,133.6,62.6,133.2,974,8.1,41.89852625,-87.63353124,"(41.89852625, -87.63353124)"
2016,252071,Library Towers Condo Association,520 S State Street,60605,LOOP,Multifamily Housing,363761,2008,1,67,8867774.4,13638280.8,,,,61.9,115.9,65.4,119.7,2358.9,6.5,41.87510719,-87.6279746,"(41.87510719, -87.6279746)"
2015,252046,Henry Crown Field House,5550 South University Ave.,60637,HYDE PARK,Fitness Center/Health Club/Gym,146501,1932,1,,3584545,146450,5323807,,,61.8,121.6,64.6,125,1082,7.4,41.7941,-87.598143,"(41.7941, -87.598143)"
2017,251964,114 South Racine,114 South Racine Avenue,60607,NEAR WEST SIDE,Office,94925,1920,1,82,3315963,2550552,,,,61.8,137.9,65.2,140.9,748.6,7.9,41.8796246,-87.65748447,"(41.8796246, -87.65748447)"
2017,173658,212 West Superior Street,212 West Superior Street,60654,NEAR NORTH SIDE,Office,92454,1920,1,89,2977236,2736965,,,,61.8,132.2,66.1,137.8,695.8,7.5,41.89561827,-87.63484054,"(41.89561827, -87.63484054)"
2017,251238,560 W. Fulton CA,560 W. Fulton,60661,NEAR WEST SIDE,Multifamily Housing,63803,2000,1,82,1538829,2404431,,,,61.8,115.3,65.4,120.6,412.2,6.5,41.88682792,-87.64191059,"(41.88682792, -87.64191059)"
2015,175817,BENCHMARK ID #175817,1450 N Cicero Ave,60651,AUSTIN,Other - Mall,87000,1980,1,,2934573,2444445,,,,61.8,135.4,,,719,8.3,41.90734776,-87.74608809,"(41.90734776, -87.74608809)"
2016,260118,440 W. Barry,440 W. Barry,60657,LAKE VIEW,Multifamily Housing,66754,1929,1,95,583158.6,3540931.3,,,,61.8,83.1,67.2,88.9,295.6,4.4,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
2016,172719,Conservancy at North Park Condo Assoc III,3940 W. Bryn Mawr Ave.,60659,NORTH PARK,Multifamily Housing,54096,1995,1,95,904261.9,2436852.6,,,,61.8,99.8,64.4,100.9,296.1,5.5,41.99046172,-87.70620782,"(41.99046172, -87.70620782)"
2015,175523,222 West Hubbard Street,222 West Hubbard Street,60654,NEAR NORTH SIDE,Office,66095,1905,1,94,2409834,1671903,,,,61.8,141,63.8,143.2,573,8.7,41.89022006,-87.63488473,"(41.89022006, -87.63488473)"
2016,243773,680 North Lake Shore Drive,680 North Lake Shore Drive,60611,NEAR NORTH SIDE,Multifamily Housing,1647872,1926,1,81,52557595,49321473,,,,61.8,131.6,65.2,133.8,12307.2,7.5,41.89466069,-87.61675768,"(41.89466069, -87.61675768)"
2016,254159,3205 W. Carmen Ave.,3205 W Carmen Ave.,60625,Albany Park,College/University,65850,2006,1,,3281269.2,787200,,,,61.8,169,62.9,170.2,646.6,9.8,41.8842525,-87.63245,"(41.8842525, -87.63245)"
2015,251376,Ashburn Comm-CPS,8300 S St Louis Ave,60652,ASHBURN,K-12 School,58580,1953,1,72,795821,2822645,,,,61.8,93.3,65.7,97.3,310,5.3,41.7418994,-87.70981348,"(41.7418994, -87.70981348)"
2015,251567,PershingWest-CPS,3200 S CALUMET AVE,60644,DOUGLAS,K-12 School,128716,1990,1,68,2212541,5738677,,,,61.8,100.8,65.8,105.3,749,5.8,41.83649153,-87.61819083,"(41.83649153, -87.61819083)"
2017,254181,International House,1414 E. 59th Street,60637,Hyde Park,Residence Hall/Dormitory,237121,1932,1,83,3218712,,10945052,455760,,61.7,100.1,66.7,106.1,1345.9,5.7,41.8842525,-87.63245,"(41.8842525, -87.63245)"
2017,228537,201 E. Chestnut St.,201 E. Chestnut Street,60611,NEAR NORTH SIDE,Multifamily Housing,211080,1967,1,16,9065230,3963233,,,,61.7,154.6,66.8,165.9,1886.6,8.9,41.89810086,-87.62158078,"(41.89810086, -87.62158078)"
2017,251764,Parkside Nine Phase II Condominium,544 W Oak,60610,NEAR NORTH SIDE,Multifamily Housing,166322,2011,1,83,3067838,7196461,,,,61.7,103.3,64.4,106.2,949.5,5.7,41.90045766,-87.64172846,"(41.90045766, -87.64172846)"
2017,240959,340 West Superior Condominium Association,340 W. Superior,60654,NEAR NORTH SIDE,Multifamily Housing,283145,2002,1,37,6044658,11413634,,,,61.7,109.4,65.7,113.6,1723.9,6.1,41.89555767,-87.63738137,"(41.89555767, -87.63738137)"
2015,251867,Talcott Fine-CPS,1840 W OHIO ST,60622,WEST TOWN,K-12 School,127371,1895,1,83,2257155,5603181,,,,61.7,101.8,62,102.7,751,5.9,41.89259822,-87.67395826,"(41.89259822, -87.67395826)"
2015,251321,1150 West Fullerton Building,1150 W. Fullerton,60614,LINCOLN PARK,College/University,52043,1994,1,,1735449,1474039,,,,61.7,134.4,64.7,138.7,427,8.2,41.92559618,-87.65814781,"(41.92559618, -87.65814781)"
2016,102644,Glenwood Apartments,6701 N Glenwood Ave,60626,ROGERS PARK,Multifamily Housing,54770,1917,1,95,618210,2761161.3,,,,61.7,88.4,64.3,90,260.6,4.8,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
2016,102544,Olive-Harvey College,10001 South Woodlawn Ave,60628,PULLMAN,College/University,397700,1981,1,,13543347.1,11007275.2,,,,61.7,136,65.2,139.6,3088.7,7.8,41.71336917,-87.59225911,"(41.71336917, -87.59225911)"
2016,250053,Taft High Sc-CPS,6545 W HURLBUT ST,60634,NORWOOD PARK,K-12 School,388970,1939,1,82,12374140,11609444.5,,,,61.7,131.2,65.1,134.9,2897.4,7.4,41.985587,-87.791778,"(41.985587, -87.791778)"
2015,251698,Bradwell Art-CPS,7726 S Burnham,60649,SOUTH SHORE,K-12 School,143266,1895,1,77,2129966,6711077,,,,61.7,95.9,65.9,100.6,784,5.5,41.75447542,-87.55737916,"(41.75447542, -87.55737916)"
2017,116215,Bloomingdale Apartments,1745 North Keystone,60639,HUMBOLDT PARK,Multifamily Housing,102457,1983,1,59,3263774,3052201,,,,61.6,131.3,65.2,139.5,765.6,7.5,41.92039417,-87.75616669,"(41.92039417, -87.75616669)"
2017,127047,669 North Michigan,663-735 N. Michigan Ave.,60611,NEAR NORTH SIDE,Retail Store,155734,1991,1,,7500579,2092869,,,,61.6,165.3,64.1,168,1498,9.6,41.89446263,-87.62372072,"(41.89446263, -87.62372072)"
2017,175441,Instituto Health Sciences Career Academy,2520 S Western Ave,60608,LOWER WEST SIDE,K-12 School,93000,2011,1,34,5725759,5574,,,,61.6,172.5,61.6,172.5,952.9,10.2,41.8456699,-87.68586921,"(41.8456699, -87.68586921)"
2017,251785,Saint Alphonsus Parish,1429 West Wellington Avenue,60657,LAKE VIEW,Mixed Use Property,135434,1918,3,,1613386,6731665,,,,61.6,89.6,68.3,96.6,655.9,4.8,41.93580471,-87.66570983,"(41.93580471, -87.66570983)"
2017,100395,Daley,7500 South Pulaski Ave,60652,WEST LAWN,College/University,501591,1970,9,,13753042,17161844,,,,61.6,122,65.5,126.1,3454.4,6.9,41.75629268,-87.72224,"(41.75629268, -87.72224)"
2017,102083,Pratt Blvd Place Condo Assoc,1645-63 W Pratt condo Assoc,60626,ROGERS PARK,Multifamily Housing,68000,1930,1,82,810742,3381355,,,,61.6,89.6,66.8,95,329.5,4.8,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
2017,250124,Albert Merritt Billings,950 East 59th St.,60637,HYDE PARK,Office,488322,1927,1,88,18541951,,11545980,,,61.6,147.7,63.8,150.3,4194.9,8.6,41.787764,-87.602285,"(41.787764, -87.602285)"
2016,254343,(IL609) - The Apex Condo,859 W. Erie,60610,West Town,Multifamily Housing,67154,2004,1,84,1628742.1,2508980.5,,,,61.6,115.4,62.7,113.8,433.5,6.5,41.9041211,-87.63142,"(41.9041211, -87.63142)"
2016,251771,1333 North Kingsbury,1333 North Kingsbury,60642,NEAR NORTH SIDE,Office,100440,1961,1,70,5853214.3,331179.5,,,,61.6,186.4,61.6,186.4,1096.5,10.9,41.9060185,-87.64946369,"(41.9060185, -87.64946369)"
2015,243527,RiverView Condominium Association,445 East North Water,60611,NEAR NORTH SIDE,Multifamily Housing,831220,2000,2,35,27727775,23497902,,,,61.6,134.4,63,137,6819,8.2,41.88925047,-87.61594682,"(41.88925047, -87.61594682)"
2015,103656,Merchandise Mart,222 Merchandise Mart Plaza,60654,NEAR NORTH SIDE,Mixed Use Property,4146422,1930,1,,137091874,73580865,,44795160,,61.6,133.3,62.6,134.3,33812,8.2,41.88798761,-87.63534171,"(41.88798761, -87.63534171)"
2015,173858,Sullivan Center,6339 N Sheridan Rd,60626,EDGEWATER,College/University,134054,2000,1,,8251267,,,,,61.6,193.3,61.6,193.3,1658,12.4,41.99781208,-87.65504913,"(41.99781208, -87.65504913)"
2016,253969,Terrace 459 at Parkside of Old Town,459 W Division St,60610,NEAR NORTH SIDE,Multifamily Housing,91252,2016,1,91,2385472.5,3235617.6,,,,61.6,119.3,65,122.8,611.6,6.7,41.90383853,-87.63667998,"(41.90383853, -87.63667998)"
2015,117702,AceTechChrt-CPS,5400 S State St,60609,WASHINGTON PARK,K-12 School,68331,1963,1,72,677117,3525015,,,,61.5,85.3,65.3,89.3,323,4.7,41.796361,-87.625781,"(41.796361, -87.625781)"
2017,243773,680 North Lake Shore Drive,680 North Lake Shore Drive,60611,NEAR NORTH SIDE,Multifamily Housing,1647872,1926,1,79,51207194,50151051,,,,61.5,129.5,65,133.5,12131.7,7.4,41.89466069,-87.61675768,"(41.89466069, -87.61675768)"
2017,172131,1765 N Elston Ave,1765 N. Elston,60642,WEST TOWN,Office,128600,2013,1,94,4727299,3182964,,,,61.5,141.4,65.7,145.9,1043.1,8.1,41.91458945,-87.66498439,"(41.91458945, -87.66498439)"
2017,251476,JensenSchAca-CPS,3024 W Harrison,60612,EAST GARFIELD PARK,K-12 School,64440,1963,1,74,1717775,2242847,,,,61.5,120.2,66.6,125.7,436.7,6.8,41.873768,-87.701596,"(41.873768, -87.701596)"
2017,251665,Hayt Element-CPS,1518 W Granville Ave,60660,EDGEWATER,K-12 School,118800,1906,1,86,2500754,4800399,,,,61.5,108.5,68.4,115.8,717.3,6,41.99475547,-87.66823796,"(41.99475547, -87.66823796)"
2016,236480,Thorndale Beach South Condominium Association,5855 N. Sheridan,60660,EDGEWATER,Multifamily Housing,287849,1967,1,12,17704700.8,,,,,61.5,193.1,65.5,205.5,3263.4,11.3,41.988847,-87.65469653,"(41.988847, -87.65469653)"
2016,156414,De Diego Com-CPS,1313 N Claremont Ave,60622,WEST TOWN,K-12 School,238557,1891,1,89,3368185.8,11296367.8,,,,61.5,94.1,68.9,101.9,1220.8,5.1,41.90580095,-87.68552861,"(41.90580095, -87.68552861)"
2015,251592,Cleveland ES-CPS,3121 W Byron St,60618,IRVING PARK,K-12 School,97461,1910,1,69,1489478,4504136,,,,61.5,96.5,66.3,102.2,539,5.5,41.9516283,-87.7063067,"(41.9516283, -87.7063067)"
2015,101958,17 N. State LLC,17 N. State Street,60602,LOOP,Office,409072,1914,1,89,15096606,10046580,,,,61.5,141.7,63.6,143.5,3567,8.7,41.8825726,-87.6277938,"(41.8825726, -87.6277938)"
2016,251867,Talcott Fine-CPS,1840 W OHIO ST,60622,WEST TOWN,K-12 School,127371,1895,1,82,2380137.5,5450275,,,,61.5,103.6,68.5,111.6,728.2,5.7,41.89259822,-87.67395826,"(41.89259822, -87.67395826)"
2016,156782,Chicago Medical Society,515 N Dearborn,60654,NEAR NORTH SIDE,Office,52284,1925,1,88,1544423,1670016.9,,,,61.5,126.3,65.5,127.5,373.4,7.1,41.89141925,-87.62935946,"(41.89141925, -87.62935946)"
2015,101839,120 South Riverside Plaza,120 South Riverside Plaza,60606,NEAR WEST SIDE,Office,787045,1966,1,95,29016296,19425500,,,,61.5,141.7,63.7,143.9,6862,8.7,41.87996528,-87.63907767,"(41.87996528, -87.63907767)"
2016,114198,1415 North Dearborn Condominium Association,1415 N Dearborn St,60610,NEAR NORTH SIDE,Multifamily Housing,128700,1973,1,34,6157329.3,1754174.6,,,,61.5,164.5,64.3,173.4,1228.1,9.5,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
2016,115376,Conservancy at North Park Condo Assoc IV,3950 W. Bryn Mawr Ave.,60659,NORTH PARK,Multifamily Housing,54096,1995,1,96,851488.5,2475532.4,,,,61.5,97.5,64.5,99.3,288.4,5.3,41.99046172,-87.70620782,"(41.99046172, -87.70620782)"
2017,100631,Hubbard High-CPS,6200 S Hamlin Ave,60629,WEST LAWN,K-12 School,218200,1929,1,71,4251478,9151553,,,,61.4,105.2,67.3,111.3,1272.2,5.8,41.77984105,-87.71918715,"(41.77984105, -87.71918715)"
2017,251486,RugglesMarth-CPS,7831 S PRAIRIE AVE,60619,GREATER GRAND CROSSING,K-12 School,99710,1925,1,71,1313919,4808195,,,,61.4,92,69.3,100.4,498.3,5,41.75227584,-87.61759396,"(41.75227584, -87.61759396)"
2017,101788,333 West Wacker,333 West Wacker Drive,60606,LOOP,Office,1012961,1982,1,78,62059026,,,,103500,61.4,192.5,61.4,192.5,11482.1,11.3,41.88609655,-87.63591682,"(41.88609655, -87.63591682)"
2017,115376,Conservancy at North Park Condo Assoc IV,3950 W. Bryn Mawr Ave.,60659,NORTH PARK,Multifamily Housing,54096,1995,1,95,836827,2487229,,,,61.4,96.9,65.7,100.5,286.8,5.3,41.99046172,-87.70620782,"(41.99046172, -87.70620782)"
2017,101848,200 West Monroe,200 W. Monroe,60606,LOOP,Office,699436,1973,1,77,40955840,1991979,,,,61.4,186.9,64.3,195.9,7678.3,11,41.8810266,-87.63432282,"(41.8810266, -87.63432282)"
2015,251860,Ogden Intl H-CPS,1250 W Erie St,60622,WEST TOWN,K-12 School,93355,1957,1,85,1743176,3992457,,,,61.4,103.5,64.8,107.1,562,6,41.89351801,-87.65846098,"(41.89351801, -87.65846098)"
2016,114316,Ridgemore Condominium Complex,6433 West Belle Plaine Avenue,60634,DUNNING,Multifamily Housing,61000,1989,1,84,854952,2893320,,,,61.4,93.8,65.1,96.2,311.3,5.1,41.94530408,-87.80186746,"(41.94530408, -87.80186746)"
2017,252309,Nathalie Salmon House,7320 N Sheridan Rd,60626,ROGERS PARK,Multifamily Housing,51000,1994,1,82,1022798,2105809,,,,61.3,106.3,65.2,110.3,301,5.9,42.01453833,-87.66446285,"(42.01453833, -87.66446285)"
2017,251898,Durkin Park-CPS,8445 S Kolin Ave,60625,ASHBURN,K-12 School,79722,1961,1,38,2414587,2469194,,,,61.3,127.6,64.4,130.9,577.6,7.2,41.73937185,-87.73003923,"(41.73937185, -87.73003923)"
2017,241767,340 on the Park,340 East Randolph Street,60601,LOOP,Multifamily Housing,801566,2007,1,17,38404448,10761364,,,,61.3,164.5,65.9,176.8,7672.4,9.6,41.88484071,-87.61888905,"(41.88484071, -87.61888905)"
2016,173759,Plaza 32 Condominium Association,3224-3244 N. Halsted St.,60657,LAKE VIEW,Multifamily Housing,273284,2000,1,65,6881004.3,9868143.2,,,,61.3,117,63.6,117.8,1792.5,6.6,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
2015,251624,Mariano Azue-CPS,4707 W Marquette Rd,60629,WEST LAWN,K-12 School,104990,2010,1,56,3247125,3190703,,,,61.3,129,63.3,130.6,822,7.8,41.77052865,-87.73984436,"(41.77052865, -87.73984436)"
2016,175601,Elston & Logan Commercial Development,2705-2749 N. Elston,60647,LOGAN SQUARE,Strip Mall,56563,2010,2,,1104807.6,2361647.1,,,,61.3,105.2,67.8,117.4,329.7,5.8,41.93151197,-87.68673624,"(41.93151197, -87.68673624)"
2016,252309,Nathalie Salmon House,7320 N Sheridan Rd,60626,ROGERS PARK,Multifamily Housing,51000,1994,1,83,1088335.9,2038098.1,,,,61.3,109,63.7,109.8,308.9,6.1,42.01453833,-87.66446285,"(42.01453833, -87.66446285)"
2017,240540,Residences at RiverBend,333 N Canal,60606,NEAR WEST SIDE,Multifamily Housing,489780,2002,1,11,23995357,5991600,,,,61.2,166.7,65.5,180.2,4754.9,9.7,41.88743729,-87.63948358,"(41.88743729, -87.63948358)"
2017,251709,Volta Elemen-CPS,4950 N AVERS AVE,60625,ALBANY PARK,K-12 School,86480,1931,1,71,1660258,3629612,,,,61.2,104.4,68.5,112,499.8,5.8,41.97129971,-87.72626938,"(41.97129971, -87.72626938)"
2017,254348,1000 South Clark,1000 S Clark Street,60605,Loop,Multifamily Housing,492751,2016,1,68,13757430,16417439,,,,61.2,122.7,63.5,125.4,3415.7,6.9,41.86821025,-87.62733306,"(41.86821025, -87.62733306)"
2016,251910,Chase Elemen-CPS,2021 N Point St,60647,LOGAN SQUARE,K-12 School,84715,1894,1,71,2333570.2,2854240.5,,,,61.2,121.9,66.7,128.2,581.7,6.9,41.91821493,-87.69423382,"(41.91821493, -87.69423382)"
2016,100485,"1900 W. Farwell, LLC",1900 1910 W. Farwell Ave.,60626,ROGERS PARK,Multifamily Housing,73000,1915,1,82,739233.7,3724995.6,,,,61.2,85.4,64.5,88.6,334.1,4.6,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
2016,103645,203 North LaSalle,203 N LaSalle Street,60601,LOOP,Office,760086,1985,1,84,46527430.9,,,,,61.2,192.2,62.3,195.6,8576,11.3,41.88606221,-87.63169041,"(41.88606221, -87.63169041)"
2016,173888,Bellarmine Hall-ID#173888,6610-28 N Sheridan Rd,60626,ROGERS PARK,Residence Hall/Dormitory,85129,2011,1,85,1939826.7,3271899.9,,,,61.2,111.9,64.4,115.2,531.3,6.2,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
2016,175415,Parkview Residences,5920 N Ridge ,60660,EDGEWATER,Multifamily Housing,55000,1920,1,97,164563,3200519.1,,,,61.2,70.5,65.5,75,200.4,3.6,41.99090057,-87.66660744,"(41.99090057, -87.66660744)"
2015,251444,Gompers Fine-CPS,12302 S State St,60628,WEST PULLMAN,K-12 School,75744,1926,1,81,1635124,3000963,,,,61.2,109.4,64.4,112.9,488,6.4,41.6700175,-87.62318785,"(41.6700175, -87.62318785)"
2015,251279,Scientific Games-2727 Roscoe,2727 Roscoe St,60618,AVONDALE,Office,63752,1945,1,76,2394399,1507698,,,,61.2,142.8,62.8,143.9,561,8.8,41.94235025,-87.69688548,"(41.94235025, -87.69688548)"
2017,160411,Northpoint,7717 North Paulina,60626,ROGERS PARK,Multifamily Housing,298093,1921,1,92,2934404,15274400,,,,61.1,84.7,62.2,88.2,1353.9,4.5,42.02171992,-87.67272218,"(42.02171992, -87.67272218)"
2016,164090,The Salvation Army Adult Rehabilitation Center,2258 N. Clybourn Avenue,60614,LINCOLN PARK,Other - Lodging/Residential,54216,1955,1,,361740.2,2952574.1,,,,61.1,78.1,67.9,85.2,223.5,4.1,41.92285815,-87.66661993,"(41.92285815, -87.66661993)"
2016,251741,Healy-CPS,3010 S PARNELL AVE,60616,BRIDGEPORT,K-12 School,114704,1962,1,69,2720989.1,4286060.7,,,,61.1,113.7,66.4,119.3,729.2,6.4,41.83941849,-87.64076006,"(41.83941849, -87.64076006)"
2016,254114,HRTL - Town Hall: 3600 N Halsted,3600 North Halsted Street,60613,Lake View,Multifamily Housing,92072,2014,1,55,2477744.2,3147551.1,,,,61.1,120.4,63.6,123,623.9,6.8,41.9474017,-87.64964,"(41.9474017, -87.64964)"
2016,159250,Van Buren Park Apartments,2045 W. Jackson Blvd,60612,NEAR WEST SIDE,Multifamily Housing,210619,1983,14,55,8430901.9,4438184.6,,,,61.1,147.8,62.1,148.3,1789.7,8.5,41.87719859,-87.6783517,"(41.87719859, -87.6783517)"
2016,101562,DePaul Center,1 East Jackson Blvd.,60604,LOOP,College/University,701699,1910,1,,41526019,1313120,,,,61.1,187.8,62.1,191.1,7723.9,11,41.87754201,-87.62723219,"(41.87754201, -87.62723219)"
2015,251690,ChicagoMltry-CPS,3533 S Giles Ave,60653,DOUGLAS,K-12 School,121900,1999,1,82,2986479,4458700,,,,61.1,115.3,64,118.4,837,6.9,41.83033232,-87.61897054,"(41.83033232, -87.61897054)"
2015,251544,Peck Element-CPS,3826 W 58th St,60629,WEST ELSDON,K-12 School,110691,1926,1,65,3435870,3326150,,,,61.1,129,63.7,132.4,867,7.8,41.78841222,-87.71972596,"(41.78841222, -87.71972596)"
2017,251513,Dawes Elemen-CPS,3810 W 81st Place,60652,ASHBURN,K-12 School,84069,1954,1,83,1408055,3716052,,,,61,99,68.9,107.4,457.7,5.4,41.745032,-87.717215,"(41.745032, -87.717215)"
2017,251499,Jahn World L-CPS,3149 N Wolcott Ave,60657,NORTH CENTER,K-12 School,83029,1908,1,84,1414610,3651596,,,,61,99.7,68.1,107.2,455.5,5.5,41.93918165,-87.67522067,"(41.93918165, -87.67522067)"
2017,116559,Trinity Acres,3939 S Calumet Ave,60653,GRAND BOULEVARD,Multifamily Housing,51000,1987,1,87,1127639,1980897,,,,61,110.2,64,113.5,313.7,6.2,41.82021138,-87.61246867,"(41.82021138, -87.61246867)"
2014,101739,One South Dearborn,1 South Dearborn,60603,LOOP,Office,942732,2005,1,83,56988589,,,,,61,190,58,182,11450,12.15,41.88165139,-87.62884674,"(41.88165139, -87.62884674)"
2016,101797,303 E. Wacker,303 E. Wacker,60601,LOOP,Office,1015129,1979,1,95,61753037.4,182215.4,,,,61,191.2,61.8,193.7,11392.1,11.2,41.88729474,-87.62026142,"(41.88729474, -87.62026142)"
2015,251501,Mayer-CPS,2250 N Clifton Ave,60614,LINCOLN PARK,K-12 School,73514,1959,1,82,1245072,3240605,,,,61,99.5,64.5,103.2,422,5.7,41.92296723,-87.65752129,"(41.92296723, -87.65752129)"
2014,101913,Chicago Transit Authority - 567 W Lake Street,567 W. Lake Street,60661,NEAR WEST SIDE,Office,428096,2004,1,88,18766884,7306250,,,,61,156,59,154,4159,9.7,41.88528144,-87.64234829,"(41.88528144, -87.64234829)"
2015,251751,Juarez Com A-CPS,2150 S Laflin St,60608,LOWER WEST SIDE,K-12 School,256400,1977,1,77,9746262,5890093,,,,61,143.5,61.9,143.4,2271,8.9,41.85287879,-87.66454081,"(41.85287879, -87.66454081)"
2015,251642,Blaine Eleme-CPS,1420 W Grace St,60613,LAKE VIEW,K-12 School,98646,1893,1,86,1776958,4239300,,,,61,101.7,65,106.5,582,5.9,41.95097289,-87.66504977,"(41.95097289, -87.66504977)"
2015,160343,100 W Chestnut,100 W Chestnut,60610,NEAR NORTH SIDE,Multifamily Housing,292445,1984,1,83,6267571,11531916,,,,60.9,108.7,63,110.4,1872,6.4,41.898007,-87.6314,"(41.898007, -87.6314)"
2017,251695,Moos Element-CPS,1711 N California Ave,60647,WEST TOWN,K-12 School,139709,1893,1,80,2933121,5580315,,,,60.9,107.9,68.5,115.8,838.7,6,41.91347522,-87.69643236,"(41.91347522, -87.69643236)"
2017,120083,CHICAGO MCKINLEY PARK (2078),1940 W 33RD ST,60608,MCKINLEY PARK,Retail Store,139085,2006,1,90,6516978,1953100,,,,60.9,161.9,62.5,164.2,1308.7,9.4,41.83444209,-87.67471572,"(41.83444209, -87.67471572)"
2017,251700,Haugan Magne-CPS,4540 N Hamlin Ave,60625,ALBANY PARK,K-12 School,137971,1912,1,67,1925780,6483172,,,,60.9,93.2,71.5,105.2,700.4,5.1,41.96372502,-87.72366402,"(41.96372502, -87.72366402)"
2017,103600,10 South LaSalle Street,10 South LaSalle Street,60603,LOOP,Office,871962,1986,1,74,52041086,1097949,,,,60.9,188.7,64,198.2,9680.4,11.1,41.88160573,-87.6327278,"(41.88160573, -87.6327278)"
2017,101090,Spring Grove Apartments,4554 S Drexel Blvd,60653,KENWOOD,Multifamily Housing,89084,1966,1,96,1545639,3880876,,,,60.9,100.2,64.5,104.4,491.9,5.5,41.82021138,-87.61246867,"(41.82021138, -87.61246867)"
2017,251250,Lincoln Park Villas CA,1920 N. Clark Street,60614,LINCOLN PARK,Multifamily Housing,71733,1974,1,29,3327127,1044776,,,,60.9,160.9,66.1,176.4,670.7,9.3,41.91720134,-87.63571887,"(41.91720134, -87.63571887)"
2016,260037,5222 S Drexel,5222 S Drexel Avenue,60615,HYDE PARK,Multifamily Housing,90479,1925,1,88,1321279.9,4187781.1,,,,60.9,94.5,62,97.9,466,5.2,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
2016,109573,Casa Bonita Condominium Association,7340-7352 N. Ridge Blvd.,60645,WEST RIDGE,Multifamily Housing,110000,1920,1,35,2771963.4,3923179,,,,60.9,116.6,60,114,719.3,6.5,42.00880199,-87.69502812,"(42.00880199, -87.69502812)"
2015,251383,Mcnair Acade-CPS,4820 W Walton St,60651,AUSTIN,K-12 School,98596,2001,1,46,4016740,1990391,,,,60.9,149.1,61.9,149,913,9.3,41.89802143,-87.7469857,"(41.89802143, -87.7469857)"
2016,162325,Sweeting Center 860 N. LaSalle,860 N. LaSalle,60610,NEAR NORTH SIDE,College/University,119629,1991,1,,3937676.6,3348599.9,,,,60.9,132.7,63.6,133.6,903.7,7.6,41.89852625,-87.63353124,"(41.89852625, -87.63353124)"
2016,140901,2800 North Orchard Condominium Association,2800 N. Orchard St.,60657,LAKE VIEW,Multifamily Housing,96262,1978,1,82,1968434,3889360.8,,,,60.9,106.6,63.9,107.8,569.4,5.9,41.92201051,-87.65461957,"(41.92201051, -87.65461957)"
